input_desc,predicted_desc,source_file,target_desc,correct
"fast foods, burrito, with beans and cheese","fast foods, burrito, with beans and cheese",food_matches_601_to_800.txt,"fast foods, burrito, with beans and cheese",True
"fast foods, taco with beef, cheese and lettuce, soft","fast foods, taco with beef, cheese and lettuce, soft",food_matches_601_to_800.txt,"fast foods, taco with beef, cheese and lettuce, soft",True
"puddings, rice, ready-to-eat","puddings, rice, ready-to-eat",food_matches_601_to_800.txt,"puddings, rice, ready-to-eat",True
"pork, fresh, ground, cooked","pork, fresh, ground, cooked",food_matches_601_to_800.txt,"pork, fresh, ground, cooked",True
"peanuts, all types, oil-roasted, without salt","peanuts, all types, oil-roasted, without salt",food_matches_601_to_800.txt,"peanuts, all types, oil-roasted, without salt",True
"cookies, sugar wafers with creme filling, regular","cookies, sugar wafers with creme filling, regular",food_matches_601_to_800.txt,"cookies, sugar wafers with creme filling, regular",True
"crustaceans, shrimp, mixed species, cooked, moist heat (may contain additives to retain moisture)","crustaceans, shrimp, mixed species, cooked, moist heat (may contain additives to retain moisture)",food_matches_601_to_800.txt,"crustaceans, shrimp, mixed species, cooked, moist heat",False
"fast foods, potatoes, hash browns, round pieces or patty","fast foods, potatoes, hash browns, round pieces or patty",food_matches_601_to_800.txt,"fast foods, potatoes, hashed brown",False
"fish, herring, atlantic, raw","fish, herring, atlantic, raw",food_matches_601_to_800.txt,"fish, herring, atlantic, raw",True
"beets, pickled, canned, solids and liquids","beets, pickled, canned, solids and liquids",food_matches_601_to_800.txt,"beets, pickled, canned, solids and liquids",True
"spices, marjoram, dried","spices, marjoram, dried",food_matches_601_to_800.txt,"spices, marjoram, dried",True
"snacks, kellogg, kellogg's, nutri-grain cereal bars, fruit","snacks, kellogg, kellogg's, nutri-grain cereal bars, fruit",food_matches_601_to_800.txt,"snacks, kellogg's, nutri-grain cereal bars, fruit",False
"cereals ready-to-eat, kellogg, kellogg's raisin bran","cereals ready-to-eat, kellogg, kellogg's raisin bran",food_matches_601_to_800.txt,"cereals ready-to-eat, kellogg, kellogg's raisin bran",True
"cereals ready-to-eat, kellogg, kellogg's honey smacks","cereals ready-to-eat, kellogg, kellogg's honey smacks",food_matches_601_to_800.txt,"cereals ready-to-eat, kellogg, kellogg's honey smacks",True
"cookies, molasses","cookies, molasses",food_matches_601_to_800.txt,"cookies, molasses",True
"soup, chunky vegetable, canned, ready-to-serve","soup, chunky vegetable, canned, ready-to-serve",food_matches_601_to_800.txt,"soup, chunky vegetable, canned, ready-to-serve",True
"beef, brisket, whole, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised","beef, brisket, whole, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",food_matches_601_to_800.txt,"beef, brisket, whole, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",True
"barley, pearled, cooked","barley, pearled, cooked",food_matches_601_to_800.txt,"barley, pearled, cooked",True
"fish, flatfish (flounder and sole species), raw","fish, flatfish (flounder and sole species), raw",food_matches_601_to_800.txt,"fish, flatfish (flounder and sole species), raw",True
"beef, rib, shortribs, separable lean only, choice, cooked, braised","beef, rib, shortribs, separable lean only, choice, cooked, braised",food_matches_601_to_800.txt,"beef, rib, shortribs, separable lean only, choice, cooked, braised",True
"soup, beef stroganoff, canned, chunky style, ready-to-serve","soup, beef stroganoff, canned, chunky style, ready-to-serve",food_matches_601_to_800.txt,"soup, beef stroganoff, canned, chunky style, ready-to-serve",True
"pears, asian, raw","pears, asian, raw",food_matches_601_to_800.txt,"pears, asian, raw",True
"soup, stock, beef, home-prepared","soup, stock, beef, home-prepared",food_matches_601_to_800.txt,"soup, stock, beef, home-prepared",True
"soup, broccoli cheese, canned, condensed, commercial","soup, broccoli cheese, canned, condensed, commercial",food_matches_601_to_800.txt,"soup, broccoli cheese, canned, condensed, commercial",True
"fish, pollock, raw","fish, pollock, raw",food_matches_601_to_800.txt,"fish, pollock, walleye, raw",False
"fish, catfish, channel, farmed, raw","fish, catfish, channel, farmed, raw",food_matches_601_to_800.txt,"fish, catfish, channel, farmed, raw",True
"beverages, pepsico quaker, gatorade g2, low calorie","beverages, pepsico quaker, gatorade g2, low calorie",food_matches_601_to_800.txt,"sports drink, gatorade g2, low calorie",False
"cookies, chocolate sandwich, with creme filling, regular","cookies, chocolate sandwich, with creme filling, regular",food_matches_601_to_800.txt,"cookies, chocolate sandwich, with creme filling, regular",True
"soup, pea, green, canned, prepared with equal volume water","soup, pea, green, canned, prepared with equal volume water",food_matches_601_to_800.txt,"soup, pea, green, canned, prepared with equal volume water",True
"candies, nestle, butterfinger bar","candies, nestle, butterfinger bar",food_matches_601_to_800.txt,"candies, nestle, butterfinger bar",True
"candies, mars snackfood us, snickers bar","candies, mars snackfood us, snickers bar",food_matches_601_to_800.txt,"candies, mars snackfood us, snickers bar",True
"puff pastry, frozen, ready-to-bake, baked","puff pastry, frozen, ready-to-bake, baked",food_matches_601_to_800.txt,"puff pastry, frozen, ready-to-bake, baked",True
"danish pastry, cinnamon, enriched","danish pastry, cinnamon, enriched",food_matches_601_to_800.txt,"danish pastry, cinnamon, enriched",True
"snacks, banana chips","snacks, banana chips",food_matches_601_to_800.txt,"snacks, banana chips",True
potato salad with egg,potato salad with egg,food_matches_601_to_800.txt,potato salad with egg,True
"crustaceans, crab, blue, cooked, moist heat","crustaceans, crab, blue, cooked, moist heat",food_matches_601_to_800.txt,"crustaceans, crab, blue, cooked, moist heat",True
"noodles, chinese, cellophane or long rice (mung beans), dehydrated","noodles, chinese, cellophane or long rice (mung beans), dehydrated",food_matches_601_to_800.txt,"noodles, chinese, cellophane or long rice (mung beans), dehydrated",True
"muffin, blueberry, commercially prepared, low-fat","muffin, blueberry, commercially prepared, low-fat",food_matches_601_to_800.txt,"muffin, blueberry, commercially prepared, low-fat",True
"fast foods, taco with beef, cheese and lettuce, hard shell","fast foods, taco with beef, cheese and lettuce, hard shell",food_matches_601_to_800.txt,"fast foods, taco with beef, cheese and lettuce, hard shell",True
"fast foods, english muffin, with egg, cheese, and canadian bacon","fast foods, english muffin, with egg, cheese, and canadian bacon",food_matches_601_to_800.txt,"fast foods, english muffin, with egg, cheese, and canadian bacon",True
"orange juice, frozen concentrate, unsweetened, undiluted","orange juice, frozen concentrate, unsweetened, undiluted",food_matches_601_to_800.txt,"orange juice, frozen concentrate, unsweetened, undiluted",True
"cheese, mozzarella, nonfat","cheese, mozzarella, nonfat",food_matches_601_to_800.txt,"cheese, mozzarella, nonfat",True
"rice bowl with chicken, frozen entree, prepared (includes fried, teriyaki, and sweet and sour varieties)","rice bowl with chicken, frozen entree, prepared (includes fried, teriyaki, and sweet and sour varieties)",food_matches_601_to_800.txt,"rice bowl with chicken, frozen entree, prepared (includes fried, teriyaki, and sweet and sour varieties)",True
"cookies, chocolate sandwich, with extra creme filling","cookies, chocolate sandwich, with extra creme filling",food_matches_601_to_800.txt,"cookies, chocolate sandwich, with extra creme filling",True
"cereals ready-to-eat, post, cocoa pebbles","cereals ready-to-eat, post, cocoa pebbles",food_matches_601_to_800.txt,"cereals ready-to-eat, post, cocoa pebbles",True
"toaster pastries, fruit, frosted (include apples, blueberry, cherry, strawberry)","toaster pastries, fruit, frosted (include apples, blueberry, cherry, strawberry)",food_matches_601_to_800.txt,"toaster pastries, fruit, frosted (include apples, blueberry, cherry, strawberry)",True
"vegetable juice cocktail, canned","vegetable juice cocktail, canned",food_matches_601_to_800.txt,"vegetable juice cocktail, canned",True
"doughnuts, cake-type, plain (includes unsugared, old-fashioned)","doughnuts, cake-type, plain (includes unsugared, old-fashioned)",food_matches_601_to_800.txt,"doughnuts, cake-type, plain (includes unsugared, old-fashioned)",True
"candies, mars snackfood us, skittles original bite size candies","candies, mars snackfood us, skittles original bite size candies",food_matches_601_to_800.txt,"candies, mars snackfood us, skittles original bite size candies",True
"bread, italian","bread, italian",food_matches_601_to_800.txt,"bread, italian",True
"egg, yolk, raw, fresh","egg, yolk, raw, fresh",food_matches_601_to_800.txt,"egg, yolk, raw, fresh",True
"soup, chicken noodle, reduced sodium, canned, ready-to-serve","soup, chicken noodle, reduced sodium, canned, ready-to-serve",food_matches_601_to_800.txt,"soup, chicken noodle, reduced sodium, canned, ready-to-serve",True
"fish, salmon, pink, canned, total can contents","fish, salmon, pink, canned, total can contents",food_matches_601_to_800.txt,"fish, salmon, pink, canned, total can contents",True
"fish, salmon, sockeye, canned, drained solids","fish, salmon, sockeye, canned, drained solids",food_matches_601_to_800.txt,"fish, salmon, sockeye, canned, drained solids",True
"pork, cured, ham, boneless, extra lean and regular, unheated","pork, cured, ham, boneless, extra lean and regular, unheated",food_matches_601_to_800.txt,"pork, cured, ham, boneless, extra lean and regular, unheated",True
"pork, cured, ham, center slice, country-style, separable lean only, raw","pork, cured, ham, center slice, country-style, separable lean only, raw",food_matches_601_to_800.txt,"pork, cured, ham, center slice, country-style, separable lean only, raw",True
"soup, beef and vegetables, canned, ready-to-serve","soup, beef and vegetables, canned, ready-to-serve",food_matches_601_to_800.txt,"soup, beef and vegetables, canned, ready-to-serve",True
"snacks, popcorn, air-popped","snacks, popcorn, air-popped",food_matches_601_to_800.txt,"snacks, popcorn, air-popped",True
"fish, salmon, chinook, smoked","fish, salmon, chinook, smoked",food_matches_601_to_800.txt,"fish, salmon, chinook, smoked",True
"salad dressing, mayonnaise, imitation, soybean","salad dressing, mayonnaise, imitation, soybean",food_matches_601_to_800.txt,"salad dressing, mayonnaise, imitation, soybean",True
"cereals ready-to-eat, kellogg, kellogg's special k red berries","cereals ready-to-eat, kellogg, kellogg's special k red berries",food_matches_601_to_800.txt,"cereals ready-to-eat, kellogg, kellogg's special k red berries",True
"mango nectar, canned","mango nectar, canned",food_matches_601_to_800.txt,"mango nectar, canned",True
"cereals ready-to-eat, general mills, wheat chex","cereals ready-to-eat, general mills, wheat chex",food_matches_601_to_800.txt,"cereals ready-to-eat, general mills, wheat chex",True
"milk, canned, evaporated, with added vitamin d and without added vitamin a","milk, canned, evaporated, with added vitamin d and without added vitamin a",food_matches_601_to_800.txt,"milk, canned, evaporated, with added vitamin d and without added vitamin a",True
"animal fat, bacon grease","animal fat, bacon grease",food_matches_601_to_800.txt,"animal fat, bacon grease",True
"beef, retail cuts, separable fat, cooked","beef, retail cuts, separable fat, cooked",food_matches_601_to_800.txt,"beef, retail cuts, separable fat, cooked",True
"fat, turkey","fat, turkey",food_matches_601_to_800.txt,"fat, turkey",True
"pork, cured, salt pork, raw","pork, cured, salt pork, raw",food_matches_601_to_800.txt,"pork, cured, salt pork, raw",True
"olives, pickled, canned or bottled, green","olives, pickled, canned or bottled, green",food_matches_601_to_800.txt,"olives, pickled, canned or bottled, green",True
"candies, sugar-coated almonds","candies, sugar-coated almonds",food_matches_601_to_800.txt,"candies, sugar-coated almonds",True
"salad dressing, green goddess, regular","salad dressing, green goddess, regular",food_matches_601_to_800.txt,"salad dressing, green goddess, regular",True
"sausage, meatless","sausage, meatless",food_matches_601_to_800.txt,"sausage, meatless",True
"tomato products, canned, paste, without salt added (includes foods for usda's food distribution program)","tomato products, canned, paste, without salt added (includes foods for usda's food distribution program)",food_matches_601_to_800.txt,"tomato products, canned, paste, without salt added",False
"apples, dried, sulfured, uncooked","apples, dried, sulfured, uncooked",food_matches_601_to_800.txt,"apples, dried, sulfured, uncooked",True
